Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Hour	Begin Date	Species	Call type	Comments	Quantity	WH
6514	Spectrogram 1	1	308700.137319050	308700.137319050	907.473	907.473	67145740.220521080347.wav	85		BS				
6515	Spectrogram 1	1	308749.557522456	308749.557522456	928.826	928.826	67145740.220521080847.wav	85		BS				
6516	Spectrogram 1	1	308764.764215377	308764.764215377	896.797	896.797	67145740.220521080847.wav	85		BS				
6517	Spectrogram 1	1	308789.418266427	308789.418266427	1056.940	1056.940	67145740.220521080847.wav	85		BS				
6518	Spectrogram 1	1	308809.948127004	308809.948127004	1110.320	1110.320	67145740.220521080847.wav	85		BS				
6519	Spectrogram 1	1	308815.318587809	308815.318587809	256.228	256.228	67145740.220521080847.wav	85		RS	GROWL			RS growl
6520	Spectrogram 1	1	308821.956352742	308821.956352742	1067.616	1067.616	67145740.220521080847.wav	85		BS				
6521	Spectrogram 1	1	308830.778394940	308830.778394940	790.036	790.036	67145740.220521080847.wav	85		BS				
6522	Spectrogram 1	1	308838.327872530	308838.327872530	1249.110	1249.110	67145740.220521080847.wav	85		BS				
6523	Spectrogram 1	1	308845.443854889	308845.443854889	1377.224	1377.224	67145740.220521080847.wav	85		RS	YELP			
6524	Spectrogram 1	1	308847.948671845	308847.948671845	1163.701	1163.701	67145740.220521080847.wav	85		RS	YELP			
6525	Spectrogram 1	1	308873.109818205	308873.109818205	1142.349	1142.349	67145740.220521080847.wav	85		RS	YELP			
6526	Spectrogram 1	1	308880.691706452	308880.691706452	822.064	822.064	67145740.220521080847.wav	85		BS				
6527	Spectrogram 1	1	308905.543692570	308905.543692570	1067.616	1067.616	67145740.220521080847.wav	85		BS				
6528	Spectrogram 1	1	308920.723235243	308920.723235243	832.740	832.740	67145740.220521080847.wav	85		BS				
6529	Spectrogram 1	1	308929.759848096	308929.759848096	1345.196	1345.196	67145740.220521080847.wav	85		BS				
6530	Spectrogram 1	1	308940.156578121	308940.156578121	1153.025	1153.025	67145740.220521080847.wav	85		RS	YELP			
6531	Spectrogram 1	1	309073.321763216	309073.321763216	1078.292	1078.292	67145740.220521081347.wav	85		BS				
6532	Spectrogram 1	1	309089.144138157	309089.144138157	1142.349	1142.349	67145740.220521081347.wav	85		BS				
6533	Spectrogram 1	1	309100.048839550	309100.048839550	1067.616	1067.616	67145740.220521081347.wav	85		BS				
6534	Spectrogram 1	1	309184.158163229	309187.192845310	822.064	1526.690	67145740.220521081347.wav	85		RS	YELP		3	
6535	Spectrogram 1	1	309193.812213758	309193.812213758	982.206	982.206	67145740.220521081347.wav	85		RS	YELP			
6536	Spectrogram 1	1	309222.809410639	309222.809410639	1227.758	1227.758	67145740.220521081347.wav	85		BS				
6537	Spectrogram 1	1	309344.244843352	309344.244843352	1099.644	1099.644	67145740.220521081847.wav	85		BS				
6538	Spectrogram 1	1	309405.959694277	309405.959694277	982.206	982.206	67145740.220521081847.wav	85		BS				
6539	Spectrogram 1	1	309597.019428161	309597.019428161	1056.940	1056.940	67145740.220521081847.wav	85		BS				
6540	Spectrogram 1	1	309619.488343387	309619.488343387	1035.587	1046.263	67145740.220521081847.wav	86		BS				
6541	Spectrogram 1	1	309648.623033053	309648.623033053	992.883	992.883	67145740.220521082347.wav	86		BS				
6542	Spectrogram 1	1	309694.216820829	309694.216820829	790.036	790.036	67145740.220521082347.wav	86		RS	YELP			
6543	Spectrogram 1	1	309694.621445106	309694.775587688	117.438	192.171	67145740.220521082347.wav	86		RS	BARK			
6544	Spectrogram 1	1	309694.948998093	309694.948998093	704.626	704.626	67145740.220521082347.wav	86		RS	BARK			
6545	Spectrogram 1	1	309695.401791927	309695.401791927	384.342	384.342	67145740.220521082347.wav	86		RS	BARK			
6546	Spectrogram 1	1	309695.661907534	309695.661907534	245.552	245.552	67145740.220521082347.wav	86		RS	BARK			
6547	Spectrogram 1	1	309696.076165723	309696.076165723	341.637	341.637	67145740.220521082347.wav	86		RS	BARK			
6548	Spectrogram 1	1	309909.607440410	309909.607440410	960.854	960.854	67145740.220521082347.wav	86		RS	YELP			
6549	Spectrogram 1	1	309912.343471239	309912.343471239	1056.940	1056.940	67145740.220521082347.wav	86		RS	YELP			
6550	Spectrogram 1	1	309948.021351797	309948.021351797	1494.662	1494.662	67145740.220521082847.wav	86		BS				
6551	Spectrogram 1	1	310048.579254722	310048.579254722	832.740	832.740	67145740.220521082847.wav	86		BS				
6552	Spectrogram 1	1	310057.490622737	310057.490622737	1291.815	1291.815	67145740.220521082847.wav	86		BS				
6553	Spectrogram 1	1	310063.497803359	310063.497803359	982.206	982.206	67145740.220521082847.wav	86		BS				
6554	Spectrogram 1	1	310091.687501387	310091.687501387	758.007	758.007	67145740.220521082847.wav	86		BS				
6555	Spectrogram 1	1	310226.889806674	310226.889806674	875.445	875.445	67145740.220521083347.wav	86		BS				
6556	Spectrogram 1	1	310241.407236728	310241.407236728	1088.968	1088.968	67145740.220521083347.wav	86		BS				
6557	Spectrogram 1	1	310401.943242232	310401.943242232	768.683	768.683	67145740.220521083347.wav	86		BS				
6558	Spectrogram 1	1	310536.832869746	310536.832869746	1419.929	1419.929	67145740.220521083847.wav	86		BS				
6559	Spectrogram 1	1	310648.271845678	310648.271845678	992.883	992.883	67145740.220521083847.wav	86		BS				
6560	Spectrogram 1	1	312660.262534355	312660.262534355	939.502	939.502	67145740.220521091347.wav	86		RS	YELP			
6561	Spectrogram 1	1	312700.499019348	312700.807304511	1281.139	1804.270	67145740.220521091347.wav	86		RS	YELP			
6562	Spectrogram 1	1	312701.356437459	312704.294780427	1163.701	1622.776	67145740.220521091347.wav	86		RS	YELP		3	
6563	Spectrogram 1	1	313312.836544309	313312.836544309	1099.644	1099.644	67145740.220521092347.wav	87		RS	YELP			
6564	Spectrogram 1	1	313314.108220610	313314.108220610	362.989	362.989	67145740.220521092347.wav	87		RS	BARK			
6565	Spectrogram 1	1	313313.751765889	313313.751765889	1217.082	1217.082	67145740.220521092347.wav	87		RS	YELP			
6566	Spectrogram 1	1	313314.339434483	313314.474309242	1003.559	1227.758	67145740.220521092347.wav	87		RS	YELP			
6567	Spectrogram 1	1	313318.724610207	313318.724610207	1088.968	1088.968	67145740.220521092347.wav	87		RS	YELP			
6568	Spectrogram 1	1	313319.331546623	313319.331546623	544.484	544.484	67145740.220521092347.wav	87		RS	BARK			
6569	Spectrogram 1	1	313319.620563964	313319.620563964	395.018	395.018	67145740.220521092347.wav	87		RS	BARK			
6570	Spectrogram 1	1	313319.813242191	313319.813242191	1035.587	1035.587	67145740.220521092347.wav	87		RS	YELP			
6571	Spectrogram 1	1	313320.266036026	313320.266036026	1003.559	1003.559	67145740.220521092347.wav	87		RS	YELP			
6572	Spectrogram 1	1	313320.468348164	313320.468348164	971.530	971.530	67145740.220521092347.wav	87		RS	YELP			
6573	Spectrogram 1	1	313320.699562037	313320.699562037	427.046	427.046	67145740.220521092347.wav	87		RS	YELP			
6574	Spectrogram 1	1	313323.984725814	313323.984725814	1131.673	1131.673	67145740.220521092347.wav	87		RS	YELP			
6575	Spectrogram 1	1	313324.688001344	313324.688001344	384.342	384.342	67145740.220521092347.wav	87		RS	BARK			
6576	Spectrogram 1	1	313324.968273266	313324.968273266	939.502	939.502	67145740.220521092347.wav	87		RS	YELP			
6577	Spectrogram 1	1	313325.324727987	313325.324727987	448.399	448.399	67145740.220521092347.wav	87		RS	BARK			
6578	Spectrogram 1	1	313325.623379239	313325.623379239	309.609	309.609	67145740.220521092347.wav	87		RS	BARK			
6579	Spectrogram 1	1	313326.432627794	313326.432627794	1067.616	1067.616	67145740.220521092347.wav	87		RS	YELP			
6580	Spectrogram 1	1	313332.586061355	313332.586061355	1195.730	1195.730	67145740.220521092347.wav	87		RS	YELP			
6581	Spectrogram 1	1	313332.807641316	313332.807641316	202.847	202.847	67145740.220521092347.wav	87		RS	BARK			
6582	Spectrogram 1	1	313334.031148060	313334.031148060	362.989	362.989	67145740.220521092347.wav	87		RS	BARK			
6583	Spectrogram 1	1	313334.917467906	313334.917467906	288.256	288.256	67145740.220521092347.wav	87		RS	BARK			
6584	Spectrogram 1	1	313335.110146133	313335.110146133	950.178	950.178	67145740.220521092347.wav	87		RS	YELP			
6585	Spectrogram 1	1	313335.437699120	313335.437699120	405.694	405.694	67145740.220521092347.wav	87		RS	BARK			
6586	Spectrogram 1	1	313336.015733802	313336.015733802	501.779	501.779	67145740.220521092347.wav	87		RS	BARK			
6587	Spectrogram 1	1	313336.198778118	313336.198778118	1024.911	1024.911	67145740.220521092347.wav	87		RS	YELP			
6588	Spectrogram 1	1	313336.449259813	313336.449259813	373.665	373.665	67145740.220521092347.wav	87		RS	BARK			
6589	Spectrogram 1	1	313336.690107598	313336.690107598	918.149	918.149	67145740.220521092347.wav	87		RS	YELP			
6590	Spectrogram 1	1	313348.785945901	313348.785945901	469.751	469.751	67145740.220521092347.wav	87		RS	BARK			
6591	Spectrogram 1	1	313350.047988290	313350.047988290	362.989	362.989	67145740.220521092347.wav	87		RS	BARK			
6592	Spectrogram 1	1	313350.520049947	313350.520049947	320.285	320.285	67145740.220521092347.wav	87		RS	BARK			
6593	Spectrogram 1	1	313350.722362086	313350.722362086	939.502	939.502	67145740.220521092347.wav	87		RS	YELP			
6594	Spectrogram 1	1	313350.934308136	313350.934308136	309.609	309.609	67145740.220521092347.wav	87		RS	BARK			
6595	Spectrogram 1	1	313351.242593300	313351.242593300	886.121	886.121	67145740.220521092347.wav	87		RS	YELP			
6596	Spectrogram 1	1	314852.514269198	314852.514269198	971.530	971.530	67145740.220521095347.wav	87		RS	YELP			
6597	Spectrogram 1	1	314861.239964601	314861.239964601	939.502	939.502	67145740.220521095347.wav	87		RS	YELP			
6598	Spectrogram 1	1	314867.569444369	314867.569444369	875.445	875.445	67145740.220521095347.wav	87		RS	YELP			
6599	Spectrogram 1	1	314870.211764679	314870.211764679	971.530	971.530	67145740.220521095347.wav	87		RS	YELP			
6600	Spectrogram 1	1	314873.304250229	314873.304250229	1014.235	1014.235	67145740.220521095347.wav	87		RS	YELP			
6601	Spectrogram 1	1	314876.140120555	314876.140120555	939.502	939.502	67145740.220521095347.wav	87		RS	YELP			
6602	Spectrogram 1	1	314876.833762173	314876.833762173	918.149	918.149	67145740.220521095347.wav	87		RS	YELP			
6603	Spectrogram 1	1	315554.577672351	315554.577672351	1217.082	1217.082	67145740.220521100347.wav	87		RS	YELP			
6604	Spectrogram 1	1	317819.891186182	317829.187910652	950.178	1483.986	67145740.220521104347.wav	88		RS	YELP		13	
6605	Spectrogram 1	1	317829.406873893	317829.724792968	982.206	1334.520	67145740.220521104347.wav	88		RS	YELP			
6606	Spectrogram 1	1	317829.869301638	317829.869301638	1078.292	1078.292	67145740.220521104347.wav	88		RS	BARK			
6607	Spectrogram 1	1	317830.216122447	317830.216122447	854.093	854.093	67145740.220521104347.wav	88		RS	YELP			
6608	Spectrogram 1	1	317830.485871966	317830.485871966	1217.082	1217.082	67145740.220521104347.wav	88		RS	BARK			
6609	Spectrogram 1	1	318007.612347996	318007.612347996	960.854	960.854	67145740.220521104347.wav	88		RS	YELP			
6610	Spectrogram 1	1	318105.453472436	318107.977557215	192.171	1067.616	67145740.220521104847.wav	88		RS	YELP		2	RS yelp and barks
6611	Spectrogram 1	1	318348.781551097	318348.781551097	1024.911	1024.911	67145740.220521105347.wav	88		RS	YELP			
6612	Spectrogram 1	1	318349.937620461	318349.937620461	896.797	896.797	67145740.220521105347.wav	88		RS	YELP			
6613	Spectrogram 1	1	318350.554190789	318350.554190789	448.399	448.399	67145740.220521105347.wav	88		RS	BARK			
6614	Spectrogram 1	1	318351.286368053	318351.286368053	491.103	491.103	67145740.220521105347.wav	88		RS	BARK			
6615	Spectrogram 1	1	318434.399862627	318434.399862627	170.819	170.819	67145740.220521105347.wav	88		?				?
6616	Spectrogram 1	1	318852.562426109	318852.562426109	192.171	192.171	67145740.220521105847.wav	88		BH				BH
6617	Spectrogram 1	1	319469.198425833	319469.198425833	202.847	202.847	67145740.220521110847.wav	88		RS	GROWL			RS growl
6618	Spectrogram 1	1	319494.482198661	319496.225936619	170.819	843.416	67145740.220521110847.wav	88		?				?
6619	Spectrogram 1	1	319567.565909773	319567.565909773	1601.423	1601.423	67145740.220521111347.wav	88		RS	YELP			
6620	Spectrogram 1	1	319588.907648130	319588.907648130	822.064	822.064	67145740.220521111347.wav	88		RS	YELP			
6621	Spectrogram 1	1	319589.427879344	319589.601289748	758.007	896.797	67145740.220521111347.wav	88		RS	YELP			
6622	Spectrogram 1	1	320121.779440481	320128.561714084	758.007	1633.452	67145740.220521111847.wav	88		RS	YELP		5	
6623	Spectrogram 1	1	320131.055137733	320134.879800546	875.445	1516.014	67145740.220521112347.wav	88		RS	YELP		4	
6624	Spectrogram 1	1	320308.034488396	320308.034488396	779.359	779.359	67145740.220521112347.wav	88		BS				
6625	Spectrogram 1	1	320405.351854853	320405.351854853	1185.053	1185.053	67145740.220521112347.wav	89		BS				
6626	Spectrogram 1	1	320457.056183559	320457.056183559	982.206	982.206	67145740.220521112847.wav	89		BS				
6627	Spectrogram 1	1	320515.901015122	320517.153423600	640.569	1302.491	67145740.220521112847.wav	89		RS	YELP		3	
6628	Spectrogram 1	1	320530.105778776	320530.105778776	1035.587	1035.587	67145740.220521112847.wav	89		RS	YELP			
6629	Spectrogram 1	1	320531.458905119	320531.458905119	1046.263	1046.263	67145740.220521112847.wav	89		RS	YELP			
6630	Spectrogram 1	1	320530.476246160	320530.476246160	1014.235	1014.235	67145740.220521112847.wav	89		RS	YELP			
6631	Spectrogram 1	1	320532.065841535	320532.065841535	565.836	565.836	67145740.220521112847.wav	89		RS	BARK			
6632	Spectrogram 1	1	320532.306689319	320532.306689319	427.046	427.046	67145740.220521112847.wav	89		RS	BARK			
6633	Spectrogram 1	1	320532.499367547	320532.499367547	1462.633	1462.633	67145740.220521112847.wav	89		RS	YELP			
6634	Spectrogram 1	1	320533.732508202	320533.732508202	330.961	330.961	67145740.220521112847.wav	89		RS	BARK			
6635	Spectrogram 1	1	320533.857749050	320533.857749050	1163.701	1163.701	67145740.220521112847.wav	89		RS	YELP			
6636	Spectrogram 1	1	320534.435783732	320534.435783732	960.854	960.854	67145740.220521112847.wav	89		RS	YELP			
6637	Spectrogram 1	1	320547.075470548	320547.075470548	1099.644	1099.644	67145740.220521112847.wav	89		RS	YELP			
6638	Spectrogram 1	1	320552.015043592	320552.015043592	1024.911	1024.911	67145740.220521112847.wav	89		RS	YELP			
6639	Spectrogram 1	1	320552.419667869	320552.419667869	512.456	512.456	67145740.220521112847.wav	89		RS	BARK			
6640	Spectrogram 1	1	320553.036238197	320553.036238197	1153.025	1153.025	67145740.220521112847.wav	89		RS	YELP			
6641	Spectrogram 1	1	320553.643174613	320553.643174613	1174.377	1174.377	67145740.220521112847.wav	89		RS	YELP			
6642	Spectrogram 1	1	320552.910997349	320552.910997349	427.046	427.046	67145740.220521112847.wav	89		RS	BARK			
6643	Spectrogram 1	1	320553.421594651	320553.421594651	384.342	384.342	67145740.220521112847.wav	89		RS	BARK			
6644	Spectrogram 1	1	320554.346450143	320554.346450143	501.779	501.779	67145740.220521112847.wav	89		RS	BARK			
6645	Spectrogram 1	1	320554.510226636	320554.510226636	1078.292	1078.292	67145740.220521112847.wav	89		RS	YELP			
6646	Spectrogram 1	1	320555.136430875	320555.136430875	448.399	448.399	67145740.220521112847.wav	89		RS	BARK			
6647	Spectrogram 1	1	320555.444716039	320555.444716039	320.285	320.285	67145740.220521112847.wav	89		RS	BARK			
6648	Spectrogram 1	1	320555.627760355	320555.627760355	1099.644	1099.644	67145740.220521112847.wav	89		RS	YELP			
6649	Spectrogram 1	1	320555.964947253	320555.964947253	480.427	480.427	67145740.220521112847.wav	89		RS	BARK			
6650	Spectrogram 1	1	320556.157625480	320556.157625480	1131.673	1131.673	67145740.220521112847.wav	89		RS	YELP			
6651	Spectrogram 1	1	320556.552615846	320556.552615846	512.456	512.456	67145740.220521112847.wav	89		RS	BARK			
6652	Spectrogram 1	1	320556.880168833	320556.880168833	1067.616	1067.616	67145740.220521112847.wav	89		RS	YELP			
6653	Spectrogram 1	1	320557.236623553	320557.236623553	384.342	384.342	67145740.220521112847.wav	89		RS	BARK			
6654	Spectrogram 1	1	320557.389014862	320557.389014862	1099.644	1099.644	67145740.220521112847.wav	89		RS	YELP			
6655	Spectrogram 1	1	320557.870710430	320557.870710430	960.854	960.854	67145740.220521112847.wav	89		RS	YELP			
6656	Spectrogram 1	1	320574.554013106	320583.985612336	800.712	1494.662	67145740.220521112847.wav	89		RS	YELP		16	
6657	Spectrogram 1	1	320577.974051642	320577.974051642	469.751	469.751	67145740.220521112847.wav	89		RS	BARK			
6658	Spectrogram 1	1	320578.629157615	320578.629157615	480.427	480.427	67145740.220521112847.wav	89		RS	BARK			
6659	Spectrogram 1	1	320580.527038154	320580.527038154	437.722	437.722	67145740.220521112847.wav	89		RS	BARK			
6660	Spectrogram 1	1	320581.037635457	320581.037635457	395.018	395.018	67145740.220521112847.wav	89		RS	BARK			
6661	Spectrogram 1	1	320581.692741430	320581.692741430	416.370	416.370	67145740.220521112847.wav	89		RS	BARK			
6662	Spectrogram 1	1	320582.135901353	320582.135901353	373.665	373.665	67145740.220521112847.wav	89		RS	BARK			
6663	Spectrogram 1	1	320584.281637023	320584.281637023	416.370	416.370	67145740.220521112847.wav	89		RS	BARK			
6664	Spectrogram 1	1	320584.426145694	320584.426145694	971.530	971.530	67145740.220521112847.wav	89		RS	YELP			
6665	Spectrogram 1	1	320585.023448199	320585.023448199	405.694	405.694	67145740.220521112847.wav	89		RS	BARK			
6666	Spectrogram 1	1	320584.705529123	320584.705529123	971.530	971.530	67145740.220521112847.wav	89		RS	YELP			
6667	Spectrogram 1	1	320585.139055135	320585.139055135	1046.263	1046.263	67145740.220521112847.wav	89		RS	YELP			
6668	Spectrogram 1	1	320585.447340299	320585.447340299	405.694	405.694	67145740.220521112847.wav	89		RS	BARK			
6669	Spectrogram 1	1	320585.572581147	320585.572581147	960.854	960.854	67145740.220521112847.wav	89		RS	YELP			
6670	Spectrogram 1	1	320585.909768044	320585.909768044	384.342	384.342	67145740.220521112847.wav	89		RS	BARK			
6671	Spectrogram 1	1	320586.478168815	320586.478168815	1185.053	1185.053	67145740.220521112847.wav	89		RS	YELP		7	
6672	Spectrogram 1	1	320589.099462324	320597.762110912	864.769	1355.872	67145740.220521112847.wav	89		RS	YELP		8	
6673	Spectrogram 1	1	320589.253604906	320594.793103942	128.114	555.160	67145740.220521112847.wav	89		RS	BARK		7	
6674	Spectrogram 1	1	320599.511094161	320599.723040211	1056.940	1366.548	67145740.220521112847.wav	89		RS	YELP			
6675	Spectrogram 1	1	320601.549977738	320601.704120320	960.854	1323.843	67145740.220521112847.wav	89		RS	YELP			
6676	Spectrogram 1	1	320602.262887179	320602.262887179	1227.758	1227.758	67145740.220521112847.wav	89		RS	YELP			
6677	Spectrogram 1	1	320602.802386216	320602.802386216	587.189	587.189	67145740.220521112847.wav	89		RS	BARK			
