Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species	Call type	Comments	WH	Quantity
2515	Spectrogram 1	1	226658.157160281	226658.157160281	340.426	340.426	67653638.220522002515.wav	BS				
2516	Spectrogram 1	1	226681.356490715	226681.356490715	1063.830	1063.830	67653638.220522002515.wav	BS				
2517	Spectrogram 1	1	226771.147177464	226771.147177464	1191.489	1191.489	67653638.220522002515.wav	BS				
2518	Spectrogram 1	1	226869.443718789	226869.443718789	1053.191	1053.191	67653638.220522003015.wav	BS				
2519	Spectrogram 1	1	226901.455460799	226901.455460799	1053.191	1053.191	67653638.220522003015.wav	BS				
2520	Spectrogram 1	1	226940.107571910	226940.107571910	1117.021	1117.021	67653638.220522003015.wav	BS				
2521	Spectrogram 1	1	226997.569489170	226997.569489170	1797.872	1797.872	67653638.220522003015.wav	BS				
2522	Spectrogram 1	1	227061.681412731	227061.681412731	1148.936	1148.936	67653638.220522003015.wav	BS				
2523	Spectrogram 1	1	227093.451438057	227093.451438057	829.787	829.787	67653638.220522003015.wav	BS				
2524	Spectrogram 1	1	227194.522544298	227194.522544298	968.085	968.085	67653638.220522003515.wav	BS				
2525	Spectrogram 1	1	227280.166264457	227280.166264457	840.426	840.426	67653638.220522003515.wav	BS				
2526	Spectrogram 1	1	227337.921565911	227337.921565911	1989.362	1989.362	67653638.220522003515.wav	BS				
2527	Spectrogram 1	1	227402.341786939	227402.341786939	1127.660	1127.660	67653638.220522003515.wav	BS				
2528	Spectrogram 1	1	227587.468781173	227587.468781173	1021.277	1021.277	67653638.220522004015.wav	BS				
2529	Spectrogram 1	1	228317.986382313	228317.986382313	1074.468	1074.468	67653638.220522005515.wav	BS				
2530	Spectrogram 1	1	228732.026488906	228732.026488906	1063.830	1063.830	67653638.220522010015.wav	BS			BS	
2531	Spectrogram 1	1	228757.982876757	228757.982876757	1106.383	1106.383	67653638.220522010015.wav	BS				
2532	Spectrogram 1	1	228946.004420268	228946.004420268	1106.383	1106.383	67653638.220522010515.wav	BS				
2533	Spectrogram 1	1	228972.651817224	228972.651817224	1106.383	1106.383	67653638.220522010515.wav	BS				
2534	Spectrogram 1	1	229233.095856073	229233.095856073	1106.383	1106.383	67653638.220522011015.wav	BS				
2535	Spectrogram 1	1	229371.659512110	229371.659512110	978.723	978.723	67653638.220522011015.wav	BS				
2536	Spectrogram 1	1	229428.073943778	229428.073943778	1074.468	1074.468	67653638.220522011015.wav	BS				
2537	Spectrogram 1	1	229484.518175759	229484.518175759	1138.298	1138.298	67653638.220522011015.wav	BS				
2538	Spectrogram 1	1	229652.128967568	229652.128967568	1244.681	1244.681	67653638.220522011515.wav	BS				
2539	Spectrogram 1	1	229808.143152439	229808.143152439	957.447	957.447	67653638.220522011515.wav	BS				
2540	Spectrogram 1	1	230116.299572395	230116.299572395	989.362	989.362	67653638.220522012515.wav	BS				
2541	Spectrogram 1	1	230268.030160038	230268.030160038	1202.128	1202.128	67653638.220522012515.wav	BS				
2542	Spectrogram 1	1	230441.189222020	230441.189222020	1053.191	1053.191	67653638.220522013015.wav	BS				
2543	Spectrogram 1	1	230584.400803418	230584.400803418	1031.915	1031.915	67653638.220522013015.wav	BS				
2544	Spectrogram 1	1	230583.745697445	230583.745697445	2702.128	2702.128	67653638.220522013015.wav	BS				
2545	Spectrogram 1	1	230633.588935020	230633.588935020	1117.021	1117.021	67653638.220522013015.wav	BS				
2546	Spectrogram 1	1	230789.505908989	230789.505908989	957.447	957.447	67653638.220522013515.wav	BS				
2547	Spectrogram 1	1	230905.897579242	230905.897579242	1042.553	1042.553	67653638.220522013515.wav	BS				
2548	Spectrogram 1	1	230979.277327974	230979.277327974	1010.638	1010.638	67653638.220522013515.wav	BS				
2549	Spectrogram 1	1	231097.686845978	231097.686845978	1212.766	1212.766	67653638.220522014015.wav	BS				
2550	Spectrogram 1	1	231213.685272103	231213.685272103	1191.489	1191.489	67653638.220522014015.wav	BS				
2551	Spectrogram 1	1	231264.594353019	231264.594353019	765.957	765.957	67653638.220522014015.wav	BS				
2552	Spectrogram 1	1	231277.665826538	231277.665826538	1542.553	1542.553	67653638.220522014015.wav	BS				
2553	Spectrogram 1	1	231367.745533692	231367.745533692	840.426	840.426	67653638.220522014515.wav	BS				
2554	Spectrogram 1	1	231477.896170296	231477.896170296	1212.766	1212.766	67653638.220522014515.wav	BS				
2555	Spectrogram 1	1	231589.653050291	231589.653050291	1095.745	1095.745	67653638.220522014515.wav	BS				
2556	Spectrogram 1	1	231729.832583050	231729.832583050	2468.085	2468.085	67653638.220522015015.wav	BS				
2557	Spectrogram 1	1	231759.832584451	231759.832584451	382.979	382.979	67653638.220522015015.wav	BS				
2558	Spectrogram 1	1	231802.851495245	231802.851495245	1191.489	1191.489	67653638.220522015015.wav	BS				
2559	Spectrogram 1	1	231935.268742620	231935.268742620	1042.553	1042.553	67653638.220522015515.wav	BS				
2560	Spectrogram 1	1	231990.027883780	231990.027883780	755.319	755.319	67653638.220522015515.wav	BS				
2561	Spectrogram 1	1	232071.804915666	232071.804915666	1276.596	1276.596	67653638.220522015515.wav	BS				
2562	Spectrogram 1	1	232116.756721825	232116.756721825	1074.468	1074.468	67653638.220522015515.wav	BS				
2563	Spectrogram 1	1	232319.152081605	232319.152081605	1074.468	1074.468	67653638.220522020015.wav	BS				
2564	Spectrogram 1	1	232486.001798109	232486.001798109	1202.128	1202.128	67653638.220522020015.wav	BS				
2565	Spectrogram 1	1	232510.239843125	232510.239843125	1255.319	1255.319	67653638.220522020015.wav	BS				
2566	Spectrogram 1	1	232529.708224904	232529.708224904	1276.596	1276.596	67653638.220522020515.wav	BS				
2567	Spectrogram 1	1	232600.055041307	232600.055041307	1031.915	1031.915	67653638.220522020515.wav	BS				
2568	Spectrogram 1	1	232641.833806760	232641.833806760	734.043	734.043	67653638.220522020515.wav	BS				
2569	Spectrogram 1	1	232677.898796232	232677.898796232	1074.468	1074.468	67653638.220522020515.wav	BS				
2570	Spectrogram 1	1	232717.523947579	232717.523947579	1882.979	1882.979	67653638.220522020515.wav	BS				
2571	Spectrogram 1	1	232819.102164195	232819.102164195	723.404	723.404	67653638.220522021015.wav	BS				
2572	Spectrogram 1	1	232873.673011829	232873.673011829	1106.383	1106.383	67653638.220522021015.wav	BS				
2573	Spectrogram 1	1	232955.973749556	232955.973749556	1202.128	1202.128	67653638.220522021015.wav	BS				
2574	Spectrogram 1	1	232978.416398221	232978.416398221	372.340	372.340	67653638.220522021015.wav	BS				
2575	Spectrogram 1	1	233013.538122309	233013.538122309	1170.213	1170.213	67653638.220522021015.wav	BS				
2576	Spectrogram 1	1	233062.841842370	233062.841842370	1276.596	1276.596	67653638.220522021015.wav	BS				
2577	Spectrogram 1	1	233104.009329034	233104.009329034	1053.191	1053.191	67653638.220522021015.wav	BS				
2578	Spectrogram 1	1	233175.379963668	233175.379963668	1117.021	1117.021	67653638.220522021515.wav	BS				
2579	Spectrogram 1	1	233253.461051505	233253.461051505	861.702	861.702	67653638.220522021515.wav	BS				
2580	Spectrogram 1	1	233274.206367054	233274.206367054	1074.468	1074.468	67653638.220522021515.wav	BS				
2581	Spectrogram 1	1	233330.313389967	233330.313389967	1191.489	1191.489	67653638.220522021515.wav	BS				
2582	Spectrogram 1	1	233401.755870007	233401.755870007	361.702	361.702	67653638.220522021515.wav	BS				
2583	Spectrogram 1	1	233430.208307267	233430.208307267	968.085	968.085	67653638.220522022015.wav	BS				
2584	Spectrogram 1	1	233449.107414178	233449.107414178	1691.489	1691.489	67653638.220522022015.wav	BS				
2585	Spectrogram 1	1	233475.048908338	233475.048908338	1319.149	1319.149	67653638.220522022015.wav	BS				
2586	Spectrogram 1	1	233485.176783731	233485.176783731	1042.553	1042.553	67653638.220522022015.wav	BS				
2587	Spectrogram 1	1	233518.165920302	233518.165920302	1053.191	1053.191	67653638.220522022015.wav	BS				
2588	Spectrogram 1	1	233528.312171920	233528.312171920	1510.638	1510.638	67653638.220522022015.wav	BS				
2589	Spectrogram 1	1	233537.199025563	233537.199025563	1478.723	1478.723	67653638.220522022015.wav	BS				
2590	Spectrogram 1	1	233549.604882789	233549.604882789	1010.638	1010.638	67653638.220522022015.wav	BS				
2591	Spectrogram 1	1	233571.891620868	233571.891620868	1521.277	1521.277	67653638.220522022015.wav	BS				
2592	Spectrogram 1	1	233597.918939204	233597.918939204	1170.213	1170.213	67653638.220522022015.wav	BS				
2593	Spectrogram 1	1	233632.038754987	233632.038754987	1148.936	1148.936	67653638.220522022015.wav	BS				
2594	Spectrogram 1	1	233651.635863790	233651.635863790	500.000	500.000	67653638.220522022015.wav	BS				
2595	Spectrogram 1	1	233677.635153510	233677.635153510	1223.404	1223.404	67653638.220522022015.wav	BS				
2596	Spectrogram 1	1	233869.789660186	233869.789660186	1180.851	1180.851	67653638.220522022515.wav	BS				
2597	Spectrogram 1	1	233963.810503854	233963.810503854	1223.404	1223.404	67653638.220522022515.wav	BS				
2598	Spectrogram 1	1	234024.146829449	234024.146829449	2170.213	2170.213	67653638.220522023015.wav	BS				
2599	Spectrogram 1	1	234041.223374294	234041.223374294	829.787	829.787	67653638.220522023015.wav	BS				
2600	Spectrogram 1	1	234109.230020694	234109.230020694	1117.021	1117.021	67653638.220522023015.wav	BS				
2601	Spectrogram 1	1	234125.012998770	234125.012998770	1180.851	1180.851	67653638.220522023015.wav	BS				
2602	Spectrogram 1	1	234146.835556287	234146.835556287	946.809	946.809	67653638.220522023015.wav	BS				
2603	Spectrogram 1	1	234194.326369961	234194.326369961	914.894	914.894	67653638.220522023015.wav	BS				
2604	Spectrogram 1	1	234209.822061746	234209.822061746	1223.404	1223.404	67653638.220522023015.wav	BS				
2605	Spectrogram 1	1	234224.136306542	234224.136306542	1265.957	1265.957	67653638.220522023015.wav	BS				
2606	Spectrogram 1	1	234239.867594240	234239.867594240	1063.830	1063.830	67653638.220522023015.wav	BS				
2607	Spectrogram 1	1	234298.184316784	234298.184316784	1031.915	1031.915	67653638.220522023015.wav	BS				
2608	Spectrogram 1	1	234311.134042735	234311.134042735	1159.574	1159.574	67653638.220522023015.wav	BS				
2609	Spectrogram 1	1	234450.215321549	234450.215321549	468.085	468.085	67653638.220522023515.wav	BS				
2610	Spectrogram 1	1	234530.588394645	234530.588394645	1648.936	1648.936	67653638.220522023515.wav	BS				
2611	Spectrogram 1	1	234651.541292740	234651.541292740	1925.532	1925.532	67653638.220522024015.wav	BS				
2612	Spectrogram 1	1	234691.414299848	234691.414299848	1319.149	1319.149	67653638.220522024015.wav	BS				
2613	Spectrogram 1	1	234817.629044196	234817.629044196	372.340	372.340	67653638.220522024015.wav	BS				
2614	Spectrogram 1	1	234838.756192090	234838.756192090	1265.957	1265.957	67653638.220522024015.wav	BS				
2615	Spectrogram 1	1	234872.174481870	234872.174481870	712.766	712.766	67653638.220522024015.wav	BS				
2616	Spectrogram 1	1	234891.567571161	234891.567571161	797.872	797.872	67653638.220522024015.wav	BS				
2617	Spectrogram 1	1	234908.643239422	234908.643239422	1446.809	1446.809	67653638.220522024015.wav	BS				
2618	Spectrogram 1	1	234993.965533544	234993.965533544	1510.638	1510.638	67653638.220522024515.wav	BS				
2619	Spectrogram 1	1	235054.877236476	235054.877236476	1117.021	1117.021	67653638.220522024515.wav	BS				
2620	Spectrogram 1	1	235123.977785209	235123.977785209	1031.915	1031.915	67653638.220522024515.wav	BS				
2621	Spectrogram 1	1	235183.285035104	235183.285035104	2340.426	2340.426	67653638.220522024515.wav	BS				
2622	Spectrogram 1	1	235213.353346023	235213.353346023	978.723	978.723	67653638.220522024515.wav	BS				
2623	Spectrogram 1	1	235228.440049617	235228.440049617	2074.468	2074.468	67653638.220522025015.wav	BS				
2624	Spectrogram 1	1	235260.736425597	235260.736425597	946.809	946.809	67653638.220522025015.wav	BS				
2625	Spectrogram 1	1	235326.666525893	235326.666525893	1010.638	1010.638	67653638.220522025015.wav	BS				
2626	Spectrogram 1	1	235337.384699103	235337.384699103	1180.851	1180.851	67653638.220522025015.wav	BS				
2627	Spectrogram 1	1	235364.967452631	235364.967452631	1680.851	1680.851	67653638.220522025015.wav	BS				
2628	Spectrogram 1	1	235384.723977653	235384.723977653	2021.277	2021.277	67653638.220522025015.wav	BS				
2629	Spectrogram 1	1	235450.637439351	235450.637439351	1457.447	1457.447	67653638.220522025015.wav	BS				
2630	Spectrogram 1	1	235490.084824063	235490.084824063	1212.766	1212.766	67653638.220522025015.wav	BS				
2631	Spectrogram 1	1	235567.259453422	235567.259453422	1968.085	1968.085	67653638.220522025515.wav	BS				
2632	Spectrogram 1	1	235625.877421569	235625.877421569	744.681	744.681	67653638.220522025515.wav	BS				
2633	Spectrogram 1	1	235646.782131571	235646.782131571	1372.340	1372.340	67653638.220522025515.wav	BS				
2634	Spectrogram 1	1	235672.438124592	235672.438124592	1095.745	1095.745	67653638.220522025515.wav	BS				
2635	Spectrogram 1	1	235707.221785374	235707.221785374	1223.404	1223.404	67653638.220522025515.wav	BS				
2636	Spectrogram 1	1	235750.404475951	235750.404475951	1457.447	1457.447	67653638.220522025515.wav	BS				
2637	Spectrogram 1	1	235924.831713220	235924.831713220	372.340	372.340	67653638.220522030015.wav	BS				
2638	Spectrogram 1	1	235957.611529676	235957.611529676	968.085	968.085	67653638.220522030015.wav	BS				
2639	Spectrogram 1	1	235968.948880672	235968.948880672	840.426	840.426	67653638.220522030015.wav	BS				
2640	Spectrogram 1	1	235982.002835896	235982.002835896	276.596	276.596	67653638.220522030015.wav	BS				
2641	Spectrogram 1	1	235994.957810882	235994.957810882	1319.149	1319.149	67653638.220522030015.wav	BS				
2642	Spectrogram 1	1	236071.165550401	236071.165550401	1340.426	1340.426	67653638.220522030015.wav	BS				
2643	Spectrogram 1	1	236106.205860826	236106.205860826	627.660	627.660	67653638.220522030015.wav	BS				
2644	Spectrogram 1	1	236208.562654875	236208.562654875	468.085	468.085	67653638.220522030515.wav	BS				
2645	Spectrogram 1	1	236247.778803193	236247.778803193	1244.681	1244.681	67653638.220522030515.wav	BS				
2646	Spectrogram 1	1	236262.101805493	236262.101805493	1361.702	1361.702	67653638.220522030515.wav	BS				
2647	Spectrogram 1	1	236288.215829030	236288.215829030	904.255	904.255	67653638.220522030515.wav	BS				
2648	Spectrogram 1	1	236301.841687368	236301.841687368	319.149	319.149	67653638.220522030515.wav	BS				
2649	Spectrogram 1	1	236395.508716339	236395.508716339	1457.447	1457.447	67653638.220522030515.wav	BS				
2650	Spectrogram 1	1	236584.526920674	236584.526920674	723.404	723.404	67653638.220522031015.wav	BS				
2651	Spectrogram 1	1	236645.545482278	236645.545482278	1361.702	1361.702	67653638.220522031015.wav	BS				
2652	Spectrogram 1	1	236663.901587808	236663.901587808	1893.617	1893.617	67653638.220522031015.wav	BS				
2653	Spectrogram 1	1	236689.206386870	236689.206386870	606.383	606.383	67653638.220522031015.wav	BS				
2654	Spectrogram 1	1	236752.258584222	236752.258584222	1627.660	1627.660	67653638.220522031515.wav	BS				
2655	Spectrogram 1	1	236860.560379674	236860.560379674	414.894	414.894	67653638.220522031515.wav	BS				
2656	Spectrogram 1	1	236895.076062231	236895.076062231	1031.915	1031.915	67653638.220522031515.wav	BS				
2657	Spectrogram 1	1	236930.859915457	236930.859915457	2489.362	2489.362	67653638.220522031515.wav	BS				
2658	Spectrogram 1	1	237005.522729527	237005.522729527	1255.319	1255.319	67653638.220522031515.wav	BS				
2659	Spectrogram 1	1	237044.970089408	237044.970089408	265.957	265.957	67653638.220522032015.wav	BS				
2660	Spectrogram 1	1	237147.624660611	237147.624660611	702.128	702.128	67653638.220522032015.wav	BS				
2661	Spectrogram 1	1	237218.352463957	237218.352463957	1212.766	1212.766	67653638.220522032015.wav	BS				
2662	Spectrogram 1	1	237292.544099707	237292.544099707	2744.681	2744.681	67653638.220522032015.wav	BS				
2663	Spectrogram 1	1	237453.764081509	237453.764081509	372.340	372.340	67653638.220522032515.wav	BS				
2664	Spectrogram 1	1	237674.810689779	237674.810689779	2095.745	2095.745	67653638.220522033015.wav	BS				
2665	Spectrogram 1	1	238131.302180494	238131.302180494	723.404	723.404	67653638.220522033515.wav	BS				
2666	Spectrogram 1	1	238190.809119655	238190.809119655	1489.362	1489.362	67653638.220522033515.wav	BS				
2667	Spectrogram 1	1	238281.946791538	238281.946791538	478.723	478.723	67653638.220522034015.wav	BS				
2668	Spectrogram 1	1	238504.536565914	238504.536565914	2021.277	2021.277	67653638.220522034015.wav	BS				
2669	Spectrogram 1	1	238666.436182621	238666.436182621	414.894	414.894	67653638.220522034515.wav	BS				
2670	Spectrogram 1	1	239610.694384117	239610.694384117	1212.766	1212.766	67653638.220522040015.wav	RS	YELP		RS yelp	
2671	Spectrogram 1	1	239612.081667354	239612.081667354	1010.638	1010.638	67653638.220522040015.wav	RS	YELP		RS yelp	
2672	Spectrogram 1	1	240928.536388730	240928.536388730	1414.894	1414.894	67653638.220522042515.wav	BS				
2673	Spectrogram 1	1	240946.811044218	240946.811044218	361.702	361.702	67653638.220522042515.wav	BS				
2674	Spectrogram 1	1	241099.723982973	241099.723982973	510.638	510.638	67653638.220522042515.wav	BS				
2675	Spectrogram 1	1	241284.935929997	241284.935929997	1755.319	1755.319	67653638.220522043015.wav	BS				
2676	Spectrogram 1	1	241417.973235780	241417.973235780	382.979	382.979	67653638.220522043015.wav	BS				
2677	Spectrogram 1	1	241442.643033833	241442.643033833	702.128	702.128	67653638.220522043015.wav	BS				
2678	Spectrogram 1	1	241452.005469953	241452.005469953	2478.723	2478.723	67653638.220522043015.wav	BS				
2679	Spectrogram 1	1	241493.128263823	241493.128263823	255.319	255.319	67653638.220522043015.wav	BS				
2680	Spectrogram 1	1	241590.331799431	241590.331799431	1063.830	1063.830	67653638.220522043515.wav	BS				
