	Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	Delta Time (s)	File Offset (s)	KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
3146	3201	Spectrogram 1	1	353453.091455083	353453.556279203	100.559	946.927	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.4648	26.2108	Y	2	0	X	B		
3147	3202	Spectrogram 1	1	353453.788691264	353454.693213877	58.659	569.832	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.9045	26.908	Y	1	0	X	G		
3148	3203	Spectrogram 1	1	353454.887937495	353455.340198801	67.039	452.514	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.4523	28.0073	Y	1	0	X	G		
3149	3204	Spectrogram 1	1	353458.68849171	353458.864371107	821.229	1148.045	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.1759	31.8078	X	0	1	X	Y		
3150	3205	Spectrogram 1	1	353459.366883669	353459.655828393	301.676	938.547	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2889	32.4862	X	0	1	X	Y		
3151	3206	Spectrogram 1	1	353557.268524636	353557.463248254	888.268	1206.704	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.1947	130.3879	X	0	1	X	Y		
3152	3207	Spectrogram 1	1	353558.606464335	353558.876564837	92.179	1307.263	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2701	131.7258	X	1	0	X	B	TOO FAINT	
3153	3208	Spectrogram 1	1	353559.328826144	353559.611489461	142.458	1416.201	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2827	132.4482	X	1	0	X	B	TOO FAINT	
3154	3209	Spectrogram 1	1	353560.132846244	353560.421790968	762.57	1340.782	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2889	133.2522	X	0	1	X	Y		
3155	3210	Spectrogram 1	1	353560.96827338	353561.219529661	569.832	1139.665	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2513	134.0876	X	0	1	X	Y		
3156	3211	Spectrogram 1	1	353687.572823116	353687.792672362	469.274	846.369	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521203849.wav	67145740.220521203849.wav	0.2198	260.6922	X	0	1	X	Y		
3157	3212	Spectrogram 1	1	353793.260888032	353794.98199356	92.179	2145.251	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521204349.wav	67145740.220521204349.wav	1.7211	66.3501	Y	3	2	X	BY		
3158	3213	Spectrogram 1	1	353833.301380019	353833.59660615	796.089	1256.983	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521204349.wav	67145740.220521204349.wav	0.2952	106.3905	X	0	1	X	Y		
3159	3214	Spectrogram 1	1	353835.700877507	353836.253641326	620.112	1868.715	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521204349.wav	67145740.220521204349.wav	0.5528	108.79	X	0	1	X	Y		
3160	3215	Spectrogram 1	1	353837.61881886	353838.228115342	117.318	2111.732	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521204349.wav	67145740.220521204349.wav	0.6093	110.708	Y	1	1	X	BY		
3161	3216	Spectrogram 1	1	353964.827218186	353965.065911653	603.352	946.927	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521204349.wav	67145740.220521204349.wav	0.2387	237.9164	X	0	1	X	Y		
3162	3217	Spectrogram 1	1	353965.719177985	353965.932745824	963.687	1273.743	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521204349.wav	67145740.220521204349.wav	0.2136	238.8083	X	0	1	X	Y		
3163	3218	Spectrogram 1	1	353968.238022206	353968.445308638	511.173	737.43	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521204349.wav	67145740.220521204349.wav	0.2073	241.3272	X	0	1	X	Y		
3164	3219	Spectrogram 1	1	354614.486434673	354614.718846734	134.078	1365.922	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521205349.wav	67145740.220521205349.wav	0.2324	287.5174	Y	1	0	X	B		
3165	3220	Spectrogram 1	1	354615.693154324	354615.862752314	410.615	1223.464	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521205349.wav	67145740.220521205349.wav	0.1696	288.7242	X	0	1	X	Y		
3166	3221	Spectrogram 1	1	354615.894159349	354617.458229701	41.899	469.274	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521205349.wav	67145740.220521205349.wav	1.5641	288.9252	Y	1	0	X	G		
3167	3222	Spectrogram 1	1	355572.20706597	355572.464603659	695.531	2111.732	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521211349.wav	67145740.220521211349.wav	0.2575	45.1822	X	0	1	X	Y		
3168	3223	Spectrogram 1	1	356391.950683795	356392.666764197	636.872	2396.648	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521212349.wav	67145740.220521212349.wav	0.7161	264.8399	X	0	1	X	Y		
3169	3224	Spectrogram 1	1	356393.809980277	356394.180583292	653.631	1131.285	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521212349.wav	67145740.220521212349.wav	0.3706	266.6991	X	0	1	X	Y		
3170	3225	Spectrogram 1	1	356564.394976382	356564.916333166	603.352	1491.62	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521212849.wav	67145740.220521212849.wav	0.5214	137.2393	X	0	1	X	Y		
3171	3226	Spectrogram 1	1	356566.543217588	356566.869850754	150.838	1324.022	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521212849.wav	67145740.220521212849.wav	0.3266	139.3876	Y	1	0	X	B		
3172	3227	Spectrogram 1	1	356567.014323116	356567.410051759	1013.966	1399.441	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521212849.wav	67145740.220521212849.wav	0.3957	139.8587	X	0	2	X	Y		
3173	3228	Spectrogram 1	1	356570.235029378	356572.6659339	67.039	1709.497	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521212849.wav	67145740.220521212849.wav	2.4309	143.0794	Y	3	3	X	BY		
3174	3229	Spectrogram 1	1	356583.921283417	356584.505454271	653.631	2438.547	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521212849.wav	67145740.220521212849.wav	0.5842	156.7656	X	0	1	X	Y		
3175	3230	Spectrogram 1	1	356871.747442634	356874.542668764	33.52	2798.883	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521213349.wav	67145740.220521213349.wav	2.7952	144.5663	Y	4	4	X	BY		
3176	3231	Spectrogram 1	1	357898.592752685	357898.837727559	561.453	896.648	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521214849.wav	67145740.220521214849.wav	0.245	271.3804	X	0	1	X	Y		
3177	3232	Spectrogram 1	1	357903.38235882	357903.746680428	594.972	1634.078	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521214849.wav	67145740.220521214849.wav	0.3643	276.17	X	0	1	X	Y		
3178	3233	Spectrogram 1	1	357908.488235757	357909.96436641	33.52	2078.212	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521214849.wav	67145740.220521214849.wav	1.4761	281.2759	Y	2	2	X	BY		
3179	3234	Spectrogram 1	1	357912.729099097	357913.432616685	58.659	1474.86	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521214849.wav	67145740.220521214849.wav	0.7035	285.5168	Y	1	1	X	BY		
3180	3235	Spectrogram 1	1	357916.001712162	357916.227842816	92.179	1081.006	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521214849.wav	67145740.220521214849.wav	0.2261	288.7894	Y	1	0	X	B		
3181	3236	Spectrogram 1	1	357916.504224725	357916.786888042	678.771	1977.654	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521214849.wav	67145740.220521214849.wav	0.2827	289.2919	X	0	1	X	Y		
3182	3237	Spectrogram 1	1	358015.383180904	358015.854286432	561.453	2287.709	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521215349.wav	67145740.220521215349.wav	0.4711	88.085	X	0	1	X	Y		
3183	3238	Spectrogram 1	1	358043.887867337	358044.91801809	75.419	1826.816	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521215349.wav	67145740.220521215349.wav	1.0302	116.5897	Y	2	2	X	BY		
3184	3239	Spectrogram 1	1	358074.641457789	358075.118844724	678.771	2136.872	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521215349.wav	67145740.220521215349.wav	0.4774	147.3433	X	0	1	X	Y		
3185	3240	Spectrogram 1	1	358936.96844022	358938.884269366	108.939	1491.62	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521220849.wav	67145740.220521220849.wav	1.9158	109.6248	Y	4	4	X	BY		
3186	3241	Spectrogram 1	1	358962.808723116	358963.003446734	0.0	754.19	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521220849.wav	67145740.220521220849.wav	0.1947	135.4651	Y	1	0	X	B		
3187	3242	Spectrogram 1	1	358963.336361307	358963.631587437	41.899	762.57	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521220849.wav	67145740.220521220849.wav	0.2952	135.9927	Y	1	0	X	B		
3188	3243	Spectrogram 1	1	358965.340130151	358965.559979397	8.38	653.631	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521220849.wav	67145740.220521220849.wav	0.2198	137.9965	Y	1	0	X	B		
3189	3244	Spectrogram 1	1	359193.216874372	359193.449286432	871.508	2421.788	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521221349.wav	67145740.220521221349.wav	0.2324	65.8644	X	0	1	X	Y		
3190	3245	Spectrogram 1	1	359195.101296482	359195.377678392	997.207	1466.48	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521221349.wav	67145740.220521221349.wav	0.2764	67.7488	X	0	1	X	Y		
3191	3246	Spectrogram 1	1	359715.904124372	359716.463169598	50.279	678.771	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521221849.wav	67145740.220521221849.wav	0.559	288.5411	Y	3	0	X	B		
3192	3248	Spectrogram 1	1	359716.940556533	359718.448094221	41.899	670.391	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521221849.wav	67145740.220521221849.wav	1.5075	289.5776	Y	5	0	X	B		
3193	3249	Spectrogram 1	1	359719.732539382	359719.952388628	58.659	938.547	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521221849.wav	67145740.220521221849.wav	0.2198	292.3695	Y	1	0	X	B		
3194	3250	Spectrogram 1	1	359720.511433854	359720.806659985	67.039	620.112	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521221849.wav	67145740.220521221849.wav	0.2952	293.1484	Y	1	0	X	B		
3195	3251	Spectrogram 1	1	359721.064197673	359721.221232849	33.52	662.011	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521221849.wav	67145740.220521221849.wav	0.157	293.7012	Y	1	0	X	B		
3196	3252	Spectrogram 1	1	359722.835554457	359723.281534356	58.659	695.531	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521221849.wav	67145740.220521221849.wav	0.446	295.4726	Y	2	0	X	B		
3197	3253	Spectrogram 1	1	359793.06036608	359793.267652513	821.229	1793.296	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2073	65.611	X	0	1	X	Y		
3198	3254	Spectrogram 1	1	359795.271421357	359795.453582161	963.687	1231.844	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.1822	67.8221	X	0	1	X	Y		
3199	3255	Spectrogram 1	1	359796.326697739	359796.559109799	997.207	1525.14	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2324	68.8774	X	0	1	X	Y		
3200	3256	Spectrogram 1	1	359799.552996231	359799.841940955	871.508	1533.52	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2889	72.1037	X	0	1	X	Y		
3201	3257	Spectrogram 1	1	359802.486413317	359802.762795226	1022.346	1525.14	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2764	75.0371	X	0	1	X	Y		
3202	3258	Spectrogram 1	1	359805.107253266	359805.364790955	980.447	1608.939	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2575	77.6579	X	0	1	X	Y		
3203	3259	Spectrogram 1	1	359806.212780904	359806.551976884	896.648	1659.218	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.3392	78.7634	X	0	1	X	Y		
3204	3260	Spectrogram 1	1	359812.14466608	359812.414766583	896.648	1567.039	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2701	84.6953	X	0	1	X	Y		
3205	3261	Spectrogram 1	1	359835.44985201	359835.814173618	829.609	1675.978	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.3643	108.0005	X	0	1	X	Y		
3206	3262	Spectrogram 1	1	359840.383828201	359840.578551819	980.447	1298.883	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.1947	112.9345	X	0	1	X	Y		
3207	3263	Spectrogram 1	1	359845.207948804	359845.402672422	972.067	1759.777	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.1947	117.7586	X	0	1	X	Y		
3208	3264	Spectrogram 1	1	359846.683172475	359846.965835792	896.648	1483.24	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2827	119.2338	X	0	1	X	Y		
3209	3265	Spectrogram 1	1	359850.144227751	359850.433172475	837.989	1516.76	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2889	122.6949	X	0	1	X	Y		
3210	3266	Spectrogram 1	1	359856.048228922	359856.374862087	787.709	1701.117	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.3266	128.5989	X	0	1	X	Y		
3211	3267	Spectrogram 1	1	359857.989183695	359858.315816861	930.168	1885.475	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.3266	130.5399	X	0	1	X	Y		
3212	3268	Spectrogram 1	1	359863.075523197	359863.351905107	1047.486	1734.637	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2764	135.6262	X	0	1	X	Y		
3213	3269	Spectrogram 1	1	359863.986327218	359864.325523197	837.989	1592.179	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.3392	136.537	X	0	1	X	Y		
3214	3270	Spectrogram 1	1	359885.250487405	359885.539432129	670.391	1558.659	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2889	157.8012	X	0	1	X	Y		
3215	3271	Spectrogram 1	1	359888.96908037	359889.220336651	896.648	2019.553	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.2513	161.5197	X	0	1	X	Y		
3216	3272	Spectrogram 1	1	359893.816808986	359894.269070292	871.508	1575.419	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.4523	166.3675	X	0	1	X	Y		
3217	3273	Spectrogram 1	1	359896.988919539	359897.321834111	972.067	1684.358	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.3329	169.5396	X	0	1	X	Y		
3218	3274	Spectrogram 1	1	359900.281807143	359900.621003123	854.749	1701.117	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222349.wav	67145740.220521222349.wav	0.3392	172.8325	X	0	1	X	Y		
3219	3275	Spectrogram 1	1	360058.423125029	360058.699506939	720.67	1122.905	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.2764	30.9718	X	0	1	X	Y		
3220	3276	Spectrogram 1	1	360058.969607441	360059.258552165	854.749	1248.603	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.2889	31.5183	X	0	1	X	Y		
3221	3277	Spectrogram 1	1	360059.440712969	360059.924381311	938.547	1424.581	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.4837	31.9894	X	0	1	X	Y		
3222	3278	Spectrogram 1	1	360060.07513508	360060.690712969	729.05	1726.257	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.6156	32.6238	X	0	1	X	Y		
3223	3279	Spectrogram 1	1	360060.784934075	360061.161818497	1064.246	1592.179	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.3769	33.3336	X	0	1	X	Y		
3224	3280	Spectrogram 1	1	360061.921868748	360062.267346135	846.369	1558.659	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.3455	34.4705	X	0	1	X	Y		
3225	3281	Spectrogram 1	1	360064.121263477	360064.385082572	955.307	1324.022	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.2638	36.6699	X	0	1	X	Y		
3226	3282	Spectrogram 1	1	360067.749425605	360069.64641053	167.598	1759.777	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	1.897	40.2981	Y	2	4	X	BY		
3227	3283	Spectrogram 1	1	360073.181995639	360073.942045891	142.458	1977.654	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.7601	45.7307	Y	2	2	X	BY		
3228	3284	Spectrogram 1	1	360075.725212343	360079.770438474	134.078	1684.358	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	4.0452	48.2739	Y	5	10	X	BY		
3229	3285	Spectrogram 1	1	360082.004502455	360082.287165772	871.508	1298.883	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.2827	54.5532	X	0	1	X	Y		
3230	3286	Spectrogram 1	1	360084.70550748	360085.007015018	729.05	1391.061	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.3015	57.2542	X	0	1	X	Y		
3231	3287	Spectrogram 1	1	360085.780013623	360086.395591512	58.659	1349.162	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.6156	58.3287	Y	1	2	X	BY		
3232	3289	Spectrogram 1	1	360088.876054077	360089.510476188	134.078	1634.078	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.6344	61.4247	Y	1	2	X	BY		
3233	3290	Spectrogram 1	1	360092.161087444	360092.99651458	134.078	1843.575	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.8354	64.7097	Y	2	2	X	BY		
3234	3291	Spectrogram 1	1	360095.914795132	360099.325599152	41.899	1768.156	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	3.4108	68.4635	Y	7	7	X	BY		
3235	3292	Spectrogram 1	1	360103.543520328	360103.738243946	846.369	1525.14	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.1947	76.0922	X	0	1	X	Y		
3236	3293	Spectrogram 1	1	360103.970656006	360104.454324348	662.011	1567.039	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.4837	76.5193	X	0	1	X	Y		
3237	3294	Spectrogram 1	1	360105.804826861	360106.056083142	92.179	720.67	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.2513	78.3535	Y	1	0	X	B		
3238	3295	Spectrogram 1	1	360106.282213795	360106.577439926	117.318	653.631	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521222849.wav	67145740.220521222849.wav	0.2952	78.8309	Y	1	0	X	B		
3239	3296	Spectrogram 1	1	360633.801909045	360634.103416583	955.307	2547.486	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521223849.wav	67145740.220521223849.wav	0.3015	6.3214	X	0	1	X	Y		
3240	3297	Spectrogram 1	1	361452.938962607	361453.48544502	108.939	687.151	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521224849.wav	67145740.220521224849.wav	0.5465	225.3473	Y	2	0	X	B		
3241	3298	Spectrogram 1	1	361454.283183713	361454.52187718	804.469	1064.246	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521224849.wav	67145740.220521224849.wav	0.2387	226.6915	X	0	1	X	Y		
3242	3299	Spectrogram 1	1	361541.782648744	361541.958528141	779.33	1055.866	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521225349.wav	67145740.220521225349.wav	0.1759	14.1863	X	0	1	X	Y		
3243	3300	Spectrogram 1	1	363338.584170603	363338.948492211	896.648	1315.642	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521232349.wav	67145740.220521232349.wav	0.3643	10.8155	X	0	1	X	Y		
3244	3301	Spectrogram 1	1	363580.419065272	363580.959266277	83.799	854.749	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521232349.wav	67145740.220521232349.wav	0.5402	252.6504	Y	2	0	X	B		
3245	3302	Spectrogram 1	1	363721.708879343	363722.004105473	913.408	1164.804	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521232849.wav	67145740.220521232849.wav	0.2952	93.9172	X	0	1	X	Y		
3246	3303	Spectrogram 1	1	363727.517740153	363727.988845681	770.95	1399.441	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521232849.wav	67145740.220521232849.wav	0.4711	99.7261	X	0	1	X	Y		
3247	3304	Spectrogram 1	1	364863.197878557	364863.424009211	670.391	1240.223	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521234849.wav	67145740.220521234849.wav	0.2261	35.3317	X	0	1	X	Y		
3248	3305	Spectrogram 1	1	364868.628040035	364869.06145712	762.57	1265.363	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521234849.wav	67145740.220521234849.wav	0.4334	40.7619	X	0	1	X	Y		
3249	3306	Spectrogram 1	1	364869.80266315	364870.261205864	762.57	1248.603	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521234849.wav	67145740.220521234849.wav	0.4585	41.9365	X	0	1	X	Y		
3250	3307	Spectrogram 1	1	364870.619246065	364871.115477221	737.43	1432.961	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521234849.wav	67145740.220521234849.wav	0.4962	42.7531	X	0	1	X	Y		
3251	3308	Spectrogram 1	1	364871.66824104	364872.296381743	854.749	1458.101	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521234849.wav	67145740.220521234849.wav	0.6281	43.8021	X	0	1	X	Y		
3252	3309	Spectrogram 1	1	364873.251155613	364873.640602849	796.089	1382.682	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521234849.wav	67145740.220521234849.wav	0.3894	45.385	X	0	1	X	Y		
3253	3310	Spectrogram 1	1	364874.149396819	364874.80266315	804.469	1307.263	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521234849.wav	67145740.220521234849.wav	0.6533	46.2832	X	0	1	X	Y		
3254	3311	Spectrogram 1	1	364894.201614001	364894.383774805	762.57	1256.983	D:\ringed-seal-data\Ulu_2022\ST2_Site27_67145740.220521234849.wav	67145740.220521234849.wav	0.1822	66.3354	X	0	1	X	Y		
