Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	Begin File	File Offset (s)		KZ Keep? (Y/X/M)	Barks (KZ)	Yelps (KZ)	Overlap (Y/X) (KZ)	Call Type (KZ)	KZ Comment	Bill Check (KZ)
899	Spectrogram 1	1	128824.801700000	128825.034200000	93.525	755.396	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519061706.wav	ST3_Site5_67371018.220519061706.wav	113.9572	884	Y	1	0	X	B		
900	Spectrogram 1	1	129111.118600000	129111.313300000	1079.137	1496.403	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062206.wav	ST3_Site5_67371018.220519062206.wav	100.2039	885	X	0	1	X	Y		
901	Spectrogram 1	1	129407.962900000	129409.451600000	35.971	417.266	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	ST3_Site5_67371018.220519062706.wav	97.0554	886	Y	1	0	X	G		
902	Spectrogram 1	1	129411.826000000	129412.787100000	28.777	431.655	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	ST3_Site5_67371018.220519062706.wav	100.9185	887	Y	1	0	X	G		
903	Spectrogram 1	1	129418.599200000	129419.170800000	100.719	582.734	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	ST3_Site5_67371018.220519062706.wav	107.6917	888	Y	1	0	X	G		
904	Spectrogram 1	1	129536.530200000	129537.516400000	64.748	582.734	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	ST3_Site5_67371018.220519062706.wav	225.6227	889	Y	1	0	X	G		
905	Spectrogram 1	1	129541.241000000	129541.756100000	50.360	417.266	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519062706.wav	ST3_Site5_67371018.220519062706.wav	230.3335	890	Y	1	0	X	G		
906	Spectrogram 1	1	129772.125800000	129772.490100000	820.144	1374.101	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063206.wav	ST3_Site5_67371018.220519063206.wav	161.2298	891	X	0	1	X	Y		
907	Spectrogram 1	1	129836.489100000	129837.732800000	0.000	460.432	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063206.wav	ST3_Site5_67371018.220519063206.wav	225.5931	892	Y	1	0	X	G		
908	Spectrogram 1	1	129976.731000000	129976.944500000	820.144	1158.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063706.wav	ST3_Site5_67371018.220519063706.wav	65.8190	893	X	0	1	X	Y		
909	Spectrogram 1	1	129977.290000000	129977.522400000	741.007	1122.302	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063706.wav	ST3_Site5_67371018.220519063706.wav	66.3780	894	X	0	1	X	Y		
910	Spectrogram 1	1	130007.784000000	130008.142100000	525.180	1438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519063706.wav	ST3_Site5_67371018.220519063706.wav	96.8720	895	X	0	1	X	Y		
911	Spectrogram 1	1	130322.247000000	130324.062300000	35.971	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064206.wav	ST3_Site5_67371018.220519064206.wav	111.2605	896	Y	1	0	X	G		
912	Spectrogram 1	1	130385.018100000	130385.369900000	654.676	1194.245	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064206.wav	ST3_Site5_67371018.220519064206.wav	174.0316	897	X	0	1	X	Y		
913	Spectrogram 1	1	130392.408700000	130394.632300000	0.000	474.820	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064206.wav	ST3_Site5_67371018.220519064206.wav	181.4222	898	Y	1	0	X	G		
914	Spectrogram 1	1	130453.477300000	130453.854200000	64.748	366.906	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064206.wav	ST3_Site5_67371018.220519064206.wav	242.4908	899	Y	1	0	X	G		
915	Spectrogram 1	1	130687.632400000	130688.744200000	35.971	446.043	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519064706.wav	ST3_Site5_67371018.220519064706.wav	176.6482	900	Y	1	0	X	G		
916	Spectrogram 1	1	130840.724000000	130841.942600000	35.971	446.043	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	ST3_Site5_67371018.220519065206.wav	29.6645	901	Y	1	0	X	G		
917	Spectrogram 1	1	130895.960100000	130897.668600000	21.583	410.072	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	ST3_Site5_67371018.220519065206.wav	84.9006	902	Y	1	0	X	G		
918	Spectrogram 1	1	130908.753400000	130910.229600000	0.000	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	ST3_Site5_67371018.220519065206.wav	97.6939	903	Y	1	0	X	G		
919	Spectrogram 1	1	131019.378100000	131020.766300000	14.388	323.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	ST3_Site5_67371018.220519065206.wav	208.3186	904	Y	1	0	X	G		
920	Spectrogram 1	1	131033.487800000	131035.190100000	14.388	582.734	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	ST3_Site5_67371018.220519065206.wav	222.4283	905	Y	1	0	X	G		
921	Spectrogram 1	1	131037.671200000	131037.897400000	86.331	395.683	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065206.wav	ST3_Site5_67371018.220519065206.wav	226.6117	906	Y	1	0	X	G		
922	Spectrogram 1	1	131295.178100000	131296.409200000	50.360	374.101	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065706.wav	ST3_Site5_67371018.220519065706.wav	184.1431	907	Y	1	0	X	G		
923	Spectrogram 1	1	131336.143700000	131336.847200000	35.971	345.324	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519065706.wav	ST3_Site5_67371018.220519065706.wav	225.1087	908	Y	1	0	X	G		
924	Spectrogram 1	1	131970.766700000	131971.941300000	57.554	410.072	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519070706.wav	ST3_Site5_67371018.220519070706.wav	259.6727	909	Y	1	0	X	G		
925	Spectrogram 1	1	131978.989300000	131980.195400000	35.971	352.518	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519070706.wav	ST3_Site5_67371018.220519070706.wav	267.8953	910	Y	1	0	X	G		
926	Spectrogram 1	1	132027.875100000	132030.343700000	57.554	388.489	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	16.7723	911	Y	1	0	X	G		
927	Spectrogram 1	1	132044.272800000	132044.618300000	661.871	1158.273	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	33.1700	912	X	0	1	X	Y		
928	Spectrogram 1	1	132047.702500000	132048.047900000	510.791	978.417	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	36.5997	913	X	0	1	X	Y		
929	Spectrogram 1	1	132045.698700000	132046.458700000	93.525	359.712	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	34.5959	914	X	1	0	X	G		
930	Spectrogram 1	1	132046.452500000	132046.596900000	719.424	1115.108	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	35.3497	915	X	0	1	X	Y		
931	Spectrogram 1	1	132046.609500000	132047.344400000	100.719	316.547	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	35.5067	916	X	0	1	X	Y		
932	Spectrogram 1	1	132047.156000000	132047.300500000	676.259	1122.302	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	36.0532	917	X	0	1	X	Y		
933	Spectrogram 1	1	132178.679700000	132179.829200000	0.000	287.770	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	167.5769	918	Y	1	0	X	G		
934	Spectrogram 1	1	132275.892200000	132276.771600000	79.137	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	264.7894	919	Y	1	0	X	G		
935	Spectrogram 1	1	132280.245200000	132280.578100000	35.971	345.324	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071206.wav	ST3_Site5_67371018.220519071206.wav	269.1424	920	Y	1	0	X	G		
936	Spectrogram 1	1	132334.703400000	132335.444600000	14.388	726.619	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	ST3_Site5_67371018.220519071706.wav	23.5541	921	X	1	0	X	G	TOO FAINT	
937	Spectrogram 1	1	132340.557700000	132341.355400000	0.000	323.741	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	ST3_Site5_67371018.220519071706.wav	29.4084	922	X	1	0	X	G	TOO FAINT	
938	Spectrogram 1	1	132343.553000000	132343.929900000	21.583	553.957	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	ST3_Site5_67371018.220519071706.wav	32.4037	923	X	1	0	X	G	TOO FAINT	
939	Spectrogram 1	1	132472.108500000	132472.567000000	93.525	431.655	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	ST3_Site5_67371018.220519071706.wav	160.9592	924	Y	1	0	X	G		
940	Spectrogram 1	1	132511.255600000	132511.682800000	539.568	1021.583	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519071706.wav	ST3_Site5_67371018.220519071706.wav	200.1063	925	X	0	1	X	Y		
941	Spectrogram 1	1	132656.396900000	132656.641900000	733.813	1136.691	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	ST3_Site5_67371018.220519072206.wav	45.2252	926	X	0	1	X	Y		
942	Spectrogram 1	1	132735.546500000	132735.810300000	769.784	1294.964	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	ST3_Site5_67371018.220519072206.wav	124.3748	927	X	0	1	X	Y		
943	Spectrogram 1	1	132763.661600000	132764.007100000	1093.525	1568.345	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	ST3_Site5_67371018.220519072206.wav	152.4899	928	X	0	1	X	Y		
944	Spectrogram 1	1	132765.363900000	132765.665400000	856.115	1244.604	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	ST3_Site5_67371018.220519072206.wav	154.1922	929	X	0	1	X	Y		
945	Spectrogram 1	1	132766.613900000	132766.808600000	920.863	1208.633	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	ST3_Site5_67371018.220519072206.wav	155.4422	930	X	0	1	X	Y		
946	Spectrogram 1	1	132767.179200000	132767.499600000	856.115	1467.626	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	ST3_Site5_67371018.220519072206.wav	156.0075	931	X	0	1	X	Y		
947	Spectrogram 1	1	132771.473600000	132772.258700000	762.590	1517.986	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519072206.wav	ST3_Site5_67371018.220519072206.wav	160.3019	932	X	0	1	X	Y		
948	Spectrogram 1	1	133582.807400000	133583.253400000	93.525	776.978	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	ST3_Site5_67371018.220519073706.wav	71.5802	933	Y	1	1	X	BY		
949	Spectrogram 1	1	133583.831300000	133584.076300000	338.129	625.899	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	ST3_Site5_67371018.220519073706.wav	72.6041	934	X	0	1	X	Y		
950	Spectrogram 1	1	133587.091200000	133587.329900000	316.547	676.259	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	ST3_Site5_67371018.220519073706.wav	75.8640	935	X	0	1	X	Y		
951	Spectrogram 1	1	133585.778400000	133586.243200000	136.691	640.288	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	ST3_Site5_67371018.220519073706.wav	74.5512	936	X	0	1	X	Y		
952	Spectrogram 1	1	133786.558200000	133788.467700000	0.000	546.763	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519073706.wav	ST3_Site5_67371018.220519073706.wav	275.3310	937	Y	1	0	X	G		
953	Spectrogram 1	1	133837.017200000	133839.190600000	0.000	417.266	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	25.7617	938	Y	1	0	X	G		
954	Spectrogram 1	1	133996.992500000	133997.237500000	892.086	1575.540	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	185.7370	939	X	0	1	X	Y		
955	Spectrogram 1	1	134043.725800000	134044.065000000	482.014	812.950	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	232.4703	940	X	0	1	X	Y		
956	Spectrogram 1	1	134048.447100000	134049.062600000	726.619	1805.755	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	237.1916	941	X	0	1	X	Y		
957	Spectrogram 1	1	134050.030000000	134050.337800000	856.115	1172.662	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	238.7745	942	X	0	1	X	Y		
958	Spectrogram 1	1	134053.711800000	134053.975600000	0.000	1021.583	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	242.4563	943	Y	1	0	X	B		
959	Spectrogram 1	1	134054.716800000	134055.546000000	568.345	2201.439	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	243.4613	944	X	0	1	X	Y		
960	Spectrogram 1	1	134057.376400000	134058.142800000	57.554	1467.626	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	246.1209	945	Y	2	1	X	BY		
961	Spectrogram 1	1	134058.513400000	134058.959300000	64.748	1525.180	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	247.2579	946	Y	1	1	X	BY		
962	Spectrogram 1	1	134059.286000000	134059.688000000	35.971	1446.043	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	248.0305	947	Y	1	1	X	BY		
963	Spectrogram 1	1	134062.025600000	134063.036900000	64.748	1748.201	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	250.7701	948	Y	1	1	X	BY		
964	Spectrogram 1	1	134063.464000000	134064.676300000	35.971	1625.899	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	252.2085	949	Y	4	2	X	BY		
965	Spectrogram 1	1	134070.492300000	134070.944600000	568.345	1100.719	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	259.2368	950	X	0	1	X	Y		
966	Spectrogram 1	1	134081.048500000	134081.406500000	733.813	1000.000	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	269.7930	951	X	0	1	X	Y		
967	Spectrogram 1	1	134082.518300000	134082.932900000	604.317	978.417	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	271.2628	952	X	0	1	X	Y		
968	Spectrogram 1	1	134083.517100000	134083.768300000	633.094	848.921	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	272.2616	953	X	0	1	X	Y		
969	Spectrogram 1	1	134085.479000000	134086.006600000	79.137	1172.662	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	274.2235	954	Y	1	1	X	BY		
970	Spectrogram 1	1	134092.220200000	134092.502900000	517.986	791.367	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	280.9647	955	X	0	1	X	Y		
971	Spectrogram 1	1	134098.066600000	134098.506300000	568.345	928.058	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	286.8111	956	X	0	1	X	Y		
972	Spectrogram 1	1	134105.809100000	134106.361900000	661.871	1021.583	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	294.5536	957	X	0	1	X	Y		
973	Spectrogram 1	1	134111.081800000	134111.257700000	633.094	992.806	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074206.wav	ST3_Site5_67371018.220519074206.wav	299.8263	958	X	0	1	X	Y		
974	Spectrogram 1	1	134152.369700000	134154.411200000	0.000	474.820	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074706.wav	ST3_Site5_67371018.220519074706.wav	41.0760	959	Y	1	0	X	G		
975	Spectrogram 1	1	134157.370300000	134157.810000000	50.360	733.813	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074706.wav	ST3_Site5_67371018.220519074706.wav	46.0766	960	Y	2	0	X	B		
976	Spectrogram 1	1	134159.091500000	134159.430600000	676.259	1028.777	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074706.wav	ST3_Site5_67371018.220519074706.wav	47.7978	961	X	0	1	X	Y		
977	Spectrogram 1	1	134344.526200000	134344.984800000	690.647	2223.022	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074706.wav	ST3_Site5_67371018.220519074706.wav	233.2325	962	X	0	1	X	Y		
978	Spectrogram 1	1	134351.279500000	134351.813400000	446.043	2100.719	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074706.wav	ST3_Site5_67371018.220519074706.wav	239.9858	963	X	0	1	X	Y		
979	Spectrogram 1	1	134353.410500000	134353.580100000	64.748	1381.295	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074706.wav	ST3_Site5_67371018.220519074706.wav	242.1168	964	Y	1	0	X	B		
980	Spectrogram 1	1	134353.925600000	134354.729600000	64.748	1769.784	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519074706.wav	ST3_Site5_67371018.220519074706.wav	242.6319	965	Y	2	2	X	BY		
981	Spectrogram 1	1	134450.115600000	134450.442300000	676.259	1345.324	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075206.wav	ST3_Site5_67371018.220519075206.wav	38.8271	966	X	0	1	X	Y		
982	Spectrogram 1	1	134468.182300000	134468.483800000	906.475	1928.058	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075206.wav	ST3_Site5_67371018.220519075206.wav	56.8938	967	X	0	1	X	Y		
983	Spectrogram 1	1	134470.732600000	134471.040400000	877.698	1661.871	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075206.wav	ST3_Site5_67371018.220519075206.wav	59.4441	968	X	0	1	X	Y		
984	Spectrogram 1	1	134475.411400000	134475.819700000	705.036	2352.518	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075206.wav	ST3_Site5_67371018.220519075206.wav	64.1229	969	X	0	1	X	Y		
985	Spectrogram 1	1	134477.679000000	134478.043300000	791.367	1827.338	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075206.wav	ST3_Site5_67371018.220519075206.wav	66.3905	970	X	0	1	X	Y		
986	Spectrogram 1	1	134508.811500000	134510.011200000	71.942	460.432	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075206.wav	ST3_Site5_67371018.220519075206.wav	97.5230	971	Y	1	0	X	G		
987	Spectrogram 1	1	134645.464500000	134645.703200000	597.122	906.475	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075206.wav	ST3_Site5_67371018.220519075206.wav	234.1760	972	X	0	1	X	Y		
988	Spectrogram 1	1	134876.094200000	134876.540200000	14.388	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075706.wav	ST3_Site5_67371018.220519075706.wav	164.7695	973	Y	1	0	X	G		
989	Spectrogram 1	1	134956.158100000	134956.371600000	884.892	1201.439	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519075706.wav	ST3_Site5_67371018.220519075706.wav	244.8334	974	X	0	1	X	Y		
990	Spectrogram 1	1	135439.591800000	135440.779000000	79.137	1690.647	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519080706.wav	ST3_Site5_67371018.220519080706.wav	128.1631	975	Y	2	2	X	BY		
991	Spectrogram 1	1	135810.694900000	135813.490200000	0.000	438.849	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519081206.wav	ST3_Site5_67371018.220519081206.wav	199.2637	976	Y	1	0	X	G		
992	Spectrogram 1	1	135881.177600000	135881.447700000	784.173	1302.158	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519081206.wav	ST3_Site5_67371018.220519081206.wav	269.7464	977	X	0	1	X	Y		
994	Spectrogram 1	1	135939.100400000	135939.935800000	57.554	697.842	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519081706.wav	ST3_Site5_67371018.220519081706.wav	27.6609	978	Y	1	0	X	G		
995	Spectrogram 1	1	136085.647600000	136086.143800000	712.230	1640.288	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519081706.wav	ST3_Site5_67371018.220519081706.wav	174.2081	979	X	0	1	X	Y		
996	Spectrogram 1	1	136132.421300000	136133.797000000	43.165	517.986	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519081706.wav	ST3_Site5_67371018.220519081706.wav	220.9818	980	Y	1	0	X	G		
997	Spectrogram 1	1	136192.083500000	136193.936500000	35.971	482.014	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519081706.wav	ST3_Site5_67371018.220519081706.wav	280.6440	981	Y	1	0	X	G		
998	Spectrogram 1	1	136272.696500000	136273.588500000	35.971	525.180	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519082206.wav	ST3_Site5_67371018.220519082206.wav	61.2502	982	Y	1	0	X	G		
999	Spectrogram 1	1	136273.858600000	136274.160100000	0.000	474.820	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519082206.wav	ST3_Site5_67371018.220519082206.wav	62.4123	983	Y	1	0	X	G		
1000	Spectrogram 1	1	136282.774100000	136283.075600000	28.777	517.986	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519082206.wav	ST3_Site5_67371018.220519082206.wav	71.3278	984	Y	1	0	X	B		
1001	Spectrogram 1	1	136423.817100000	136425.934000000	0.000	525.180	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519082206.wav	ST3_Site5_67371018.220519082206.wav	212.3708	985	Y	1	0	X	G		
1002	Spectrogram 1	1	136430.286700000	136430.607000000	43.165	381.295	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519082206.wav	ST3_Site5_67371018.220519082206.wav	218.8404	986	Y	1	0	X	G		
1003	Spectrogram 1	1	136581.630300000	136582.572500000	0.000	460.432	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519082706.wav	ST3_Site5_67371018.220519082706.wav	70.1241	987	Y	1	0	X	G		
1004	Spectrogram 1	1	137434.681400000	137435.541900000	920.863	1640.288	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519084206.wav	ST3_Site5_67371018.220519084206.wav	23.0906	988	X	0	1	X	Y		
1005	Spectrogram 1	1	137519.081700000	137520.947200000	35.971	388.489	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519084206.wav	ST3_Site5_67371018.220519084206.wav	107.4909	989	Y	1	0	X	G		
1006	Spectrogram 1	1	137566.956400000	137568.219000000	28.777	719.424	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519084206.wav	ST3_Site5_67371018.220519084206.wav	155.3656	990	Y	1	0	X	G		
1007	Spectrogram 1	1	137569.067000000	137569.475300000	86.331	302.158	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519084206.wav	ST3_Site5_67371018.220519084206.wav	157.4762	991	Y	1	0	X	G		
1008	Spectrogram 1	1	137570.078300000	137572.044400000	7.194	582.734	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519084206.wav	ST3_Site5_67371018.220519084206.wav	158.4875	992	Y	1	0	X	G		
1009	Spectrogram 1	1	137623.577700000	137624.331500000	0.000	525.180	D:\ringed-seal-data\Ulu_2022\ST3_Site5_67371018.220519084206.wav	ST3_Site5_67371018.220519084206.wav	211.9869	993	Y	1	0	X	G		
